,0
0,1.4301990270614624
1,1.3449020385742188
2,1.3792378902435303
3,1.8566524982452393
4,1.517002820968628
5,1.4562026262283325
6,1.7243616580963135
7,1.4676053524017334
8,1.5762642621994019
9,1.5939232110977173
