,0
0,1.5061311721801758
1,1.2735482454299927
2,1.8299380540847778
3,2.375692844390869
4,1.6987180709838867
5,1.4371072053909302
6,1.4906377792358398
7,1.464705467224121
8,1.4545090198516846
9,1.3965964317321777
