,0
0,2.0144951343536377
1,1.5786563158035278
2,1.6674774885177612
3,1.4450409412384033
4,1.7434334754943848
5,1.634371280670166
6,1.4910837411880493
7,1.6592535972595215
8,1.8101246356964111
9,1.4109525680541992
