,0
0,0.29150861501693726
1,0.3181368112564087
2,0.3034754991531372
3,0.30299943685531616
4,0.30198508501052856
5,0.28799766302108765
6,0.27384209632873535
7,0.2953205108642578
8,0.29109999537467957
9,0.31211987137794495
