,0
0,0.7391701936721802
1,0.645747721195221
2,0.8686914443969727
3,0.7032290697097778
4,0.6421844959259033
5,0.7297773361206055
6,0.7013764381408691
7,0.6118270754814148
8,0.643695056438446
9,0.717544436454773
