,0
0,0.18018421530723572
1,0.20124192535877228
2,0.20573091506958008
3,0.18645372986793518
4,0.18844139575958252
5,0.19337411224842072
6,0.1720062494277954
7,0.17592409253120422
8,0.1815478503704071
9,0.19494223594665527
