,0
0,0.11505290120840073
1,0.12368500232696533
2,0.12888595461845398
3,0.11638906598091125
4,0.1205274760723114
5,0.11232155561447144
6,0.11064641177654266
7,0.11707613617181778
8,0.12981140613555908
9,0.14512160420417786
